id,sentence,dataset,index,guideline,label
1757,fucking idiots murdering men,dynahate,13239,attacking mental health,0
1758,I have been called a dirty retard too many times,dynahate,35539,attacking mental health,0
1759,ggggggggayyyyyyyyys r right,dynahate,10412,attacking mental health,0
1760,Men are such a fucking stupid knob heads!,dynahate,6881,attacking mental health,0
1761,I can't believe how stupid this person was,dynahate,1129,attacking mental health,0
1762,disgusting to see how can you keep your calm mood with these subversive dickheads,dynahate,26303,attacking mental health,0
1763,why does everyone think people who cant work properly are so incredible there is nothing amazing about them! they LITERALLY cant fooking work,dynahate,11629,attacking mental health,0
1764,bear in mind This country is crumbling all around us and all these stupid people can think about is throwing a temper     tantrum about not being able to paint a mural. Look at the mental lunacy we have to deal with,dynahate,19542,attacking mental health,0
1765,Politicians are fucktards,dynahate,7136,attacking mental health,0
1766,This guy is genuinely mentally unhinged. Fucking disgusting person he is as well,dynahate,26416,attacking mental health,0
1767,"""trrassssshhh = reeeeeeeefugeeeeeeee"" this makes me so sad that people think like that",dynahate,5420,attacking mental health,0
1768,Absolute bellends who_x0019_s come up with this bullshit,dynahate,11006,attacking mental health,0
1769,These hateful guys are unlovable,dynahate,7146,attacking mental health,0
1770,some people are so messed up in the head that they want to be undermined and be dominated in animalstic ways. Not for me.,dynahate,12640,attacking mental health,0
1771,stop calling muslims towelheads you loser!,dynahate,11872,attacking mental health,0
1772,People that say disabled are useless and should die are wrong,dynahate,35462,attacking mental health,0
1773,these people are a cancer to the world!,dynahate,7490,attacking mental health,0
1774,I'm Insane? And a child? Fuck off.,dynahate,27995,attacking mental health,0
1775,They are such a fucking waste of space,dynahate,40555,attacking mental health,0
1776,ggggggggayyyyyyyyys r chiiiiiiiiiiiiic,dynahate,4875,attacking mental health,0
1777,Everyone should not call disableds 'mongs'! It's the most awful term,dynahate,2910,attacking mental health,0
1778,insanity is not a quality with which gay men can be associated. There's nothing wrong with them!,dynahate,5050,attacking mental health,0
1779,Don't believe this stupid twat,dynahate,21608,attacking mental health,0
1780,The guy next to me just said that old people are goddam useless pieces of shit. what's wrong with these people??,dynahate,36121,attacking mental health,0
1781,The guy next to me just said that handicapped people are useless horseshit. what's wrong with him??,dynahate,36123,attacking mental health,0
1782,sUicIdaL pEoPLe And TRAns PEopLE aRE nOT tHE SAme fUCKiNG THiNG,dynahate,19057,attacking mental health,0
1783,i think most muslims would agree that rapists are scum of the earth,dynahate,39368,sexual predator,0
1784,Both men and women can be rapists,dynahate,673,sexual predator,0
1785,These rapists should be removed from this world,dynahate,5431,sexual predator,0
1786,Muslims are not fucking terrorists!,dynahate,37945,sexual predator,0
1787,"""All refugees are rapists and all rapists are refugees"" I think this shameful opinion sums up the current social problem pretty well",dynahate,23513,sexual predator,0
1788,i think most refugees would agree that rapists are scum of the earth,dynahate,40479,sexual predator,0
1789,I'm not surprised you are a bigot but stop saying that everywhere refugees have been going in this world rape and sexual assaults have skyrocketed.,dynahate,23526,sexual predator,0
1790,Women are routinely raped,dynahate,38330,sexual predator,0
1791,Child molesters are a menace to children,dynahate,39825,sexual predator,0
1792,Child molesters are fucking despicable,dynahate,38201,sexual predator,0
1793,Imagine actually believing that every muslim is a rapist. If thats the case then why is it that rape is illegal in muslim countries if it's considered so normal?,dynahate,29445,sexual predator,0
1794,i think most immigrants would agree that rapists are scum of the earth,dynahate,40590,sexual predator,0
1795,I'm sick of hearing that all muslims are dangerous terrorists,dynahate,36780,sexual predator,0
1796,Muslims hate terrorists,dynahate,37941,sexual predator,0
1797,Muslims hate hate,dynahate,927,sexual predator,0
1798,the amount of fucking hate muslims get is disgusting,dynahate,40815,sexual predator,0
1799,anti-Muslims are trash,dynahate,5362,sexual predator,0
1800,Men who attack women are abhorrent,dynahate,36976,sexual predator,0
1801,Muslims often get called the absolute scum of the earth and the lowest of the low,dynahate,33610,sexual predator,0
1802,Islam claims marriage for girls is fucking protective,dynahate,37386,sexual predator,0
1803,Let's protect women from getting raped and abused by men.,dynahate,23418,sexual predator,0
1804,Muslims revile terrorists,dynahate,283,sexual predator,0
1805,Moslims are not bad people,dynahate,41132,sexual predator,0
1806,Side note: rapists are basically the UK's equivalent of disgusting psycho people,dynahate,33222,sexual predator,0
1807,Men spouting rubbish that women like me should be raped,dynahate,4472,sexual predator,0
1808,Muslims are nothing like terrorists!,dynahate,121,sexual predator,0
1809,Muslims are not bad people,dynahate,37939,sexual predator,0
1810,Paedophiles are a menace to children,dynahate,39823,sexual predator,0
1811,Gendered Islamiphobia clearly illustrates that muslim women fare much worse then men,dynahate,30967,sexual predator,0
1812,It is not only men that rape,dynahate,34872,sexual predator,0
1813,some men are abusers,dynahate,35083,sexual predator,0
1814,I don't think islam alone was the reason for her misery. We have Christians who are raping and murdering women as well.,dynahate,21655,sexual predator,0
1815,Us muslims revile terrorism,dynahate,41110,sexual predator,0
1816,people who think that muslims are all just terrorists and barbarians are very bigoted and so fucking wrong.,dynahate,16353,sexual predator,0
1817,i think most jewish people would agree that rapists are scum of the earth,dynahate,39479,sexual predator,0
1818,Muslims hate terrorism,dynahate,37946,sexual predator,0
1819,i think most men would agree that rapists are scum of the earth,dynahate,41218,sexual predator,0
1820,not all muslims are terrorists,dynahate,35683,sexual predator,0
1821,muslims r not accepted enough,dynahate,11427,sexual predator,0
1822,I_x0019_m sick of hearing Muslims are filthy,dynahate,41082,sexual predator,0
1823,I don't know why so many people think muslims are terrorists,dynahate,35233,sexual predator,0
1824,Muslims worldwide r facing the racism,dynahate,15341,sexual predator,0
1825,All muslims arent terrorists,dynahate,399,sexual predator,0
1826,Muslim extremists are most of the times very devout Muslims who were misled and radicalised into believing they would become the Model Man.,dynahate,24649,sexual predator,0
1827,Report all the rapists and abusers asap.,dynahate,22866,sexual predator,0
1828,Violent men should be banished from our society,dynahate,10201,sexual predator,0
1829,People often forget that most of the victims of Islamic extremism are other Muslims3,dynahate,29541,sexual predator,0
1830,Oh stfu Muslims don't fuck goats and beat kids,dynahate,24322,sexual predator,0
1831,hey oh God Muslim Goys Taking Our Women' ok karen,dynahate,19578,sexual predator,0
1832,Muslims are not all terrorists,dynahate,41094,sexual predator,0
1833,"2 out of 28 refugees have been arrested for gangrape. That's a little over 7%. Now if we compare that to the rates of those whites arrested for the same charges in Europe... Oh""ï¿½ï¿½",dynahate,21803,sexual predator,0
1834,All Muslims are obviously not violent terrorists,dynahate,37783,sexual predator,0
1835,stop saying that muslims are vile,dynahate,894,sexual predator,0
1836,But these bigots think women are all prostitutes in one way or another!,dynahate,14309,sexual predator,0
1837,i think most unmarried people would agree that rapists are scum of the earth,dynahate,40034,sexual predator,0
1838,It's clear victimhood like when they claim that Bosnian Serbs raped Bosnian muslim women and operated a rape camp.,dynahate,24595,sexual predator,0
1839,i think most women would agree that rapists are scum of the earth,dynahate,39701,sexual predator,0
1840,all muslims aren't terrorists,dynahate,36834,sexual predator,0
1841,Muslims are not rats!,dynahate,38112,sexual predator,0
1842,The amount of abuse I suffer as a muslim is staggering,dynahate,7339,sexual predator,0
1843,Many people still say that Muslims are repulsive. This needs to change!!,dynahate,40365,sexual predator,0
1844,Muslims are disgusting is a comment that should not be allowed on any social network,dynahate,40575,sexual predator,0
