example_id,sentence,dataset,index,guideline,label
4040,those nasty women hate me,dynahate,26624,attacking appearance,0
4041,Reality is pretty ugly if you're a white boi.,dynahate,32547,attacking appearance,0
4042,i hate the 'ugly duckling' movie,dynahate,26424,attacking appearance,0
4043,Some people look like tossers,dynahate,1569,attacking appearance,0
4044,my clothes are so ugly,dynahate,6569,attacking appearance,0
4045,sexism is disgusting,dynahate,35394,attacking appearance,0
4047,Why do all these people all look like fucking bellends,dynahate,1574,attacking appearance,0
4048,That fat gaptooth fucker isn't shit. They try to scare you with their 'intellect' . They aint knowledgeable about shit. Ugly and fat. We're warriors and we don't bow to any lower grade fuckfaces,dynahate,26448,attacking appearance,0
4049,Asians like me are scum? Shut up,dynahate,12280,attacking appearance,0
4051,Every person of goodwill should know that judging people based on their physical characteristics is cruel and wrong.,dynahate,38323,attacking appearance,0
4052,black women are so terrifyingly beautiful it hurts,dynahate,30244,attacking appearance,0
4053,HAHAHA...they all look like fuckwits,dynahate,1561,attacking appearance,0
4054,what a fucking ugly picture frame!,dynahate,1944,attacking appearance,0
4056,kesha is ugly,dynahate,6491,attacking appearance,0
4058,I hate racist people,dynahate,36467,attacking appearance,0
4060,I literally saw a guy post that the casting decision for Yennefer was completely wrong because she has Indian lineage and that he used to live in India and saw how all Indian women are ugly apparently.,dynahate,16868,attacking appearance,0
4061,There is very little that is more uncouth than a hoodlum,dynahate,1639,attacking appearance,0
4062,Asians are treated as if they were some kind of nasty plague,dynahate,35565,attacking appearance,0
4063,I feel like scum when people make fun of me because of my race,dynahate,36771,attacking appearance,0
4148,The world would be a much better place without racial segregation - we need to mix more with each other,dynahate,3353,segregation,0
4153,some mixed raced people feel like they are foreigners in their own country and don't belong.,dynahate,20699,segregation,0
4160,It's abhorrent the way black people are treated,dynahate,11944,segregation,0
4163,White supremacists should be wiped off the planet,dynahate,36631,segregation,0
4166,black people will be be physically gone from this place if it goes the way racists want,dynahate,12088,segregation,0
4167,White supremacists who believe that Blacks are cockroaches should be wiped off the planet,dynahate,36629,segregation,0
4169,racism is fucking up this country,dynahate,14669,segregation,0
4170,I hate this racist society!,dynahate,36552,segregation,0
4172,black people should make sure they stick together,dynahate,35423,segregation,0
4173,I wish all bigots would go back to the enclaves they came from. Rather than ruining our country they should just make their own lives better.,dynahate,2293,segregation,0
4174,What are you saying? Regroup ? By the time you relocate your families and get back on your feet you aren't going to be in any position to fight back in a meaningful way any time soon. Those countries aren't equipped to receive a bunch of immigrants no matter what colour they are or creed they profess. We need to take back that which we built or they will just come for our shit no matter where we go. Don't you see the Trend ? this is so hateful and disgusting !,dynahate,18186,segregation,0
4180,There should be no place for racism in the United States. Simple as that.,dynahate,32237,segregation,0
4184,eventually white people will become the minority living in this country,dynahate,5010,segregation,0
4194,racism is shit,dynahate,37335,segregation,0
4197,Mixed race people like me should be shot? Shut up,dynahate,4522,segregation,0
4199,racism is disgusting,dynahate,35393,segregation,0
4202,"Will they ever go away? I wish the usa had srtonger laws against those calling for separating Jews with our Aryan lines. I am in favour of Jews being free to make the usa their ""homeland"" especially now that our president has struck a deal with Iran and NUKEs.",dynahate,21740,segregation,0
4204,I wish Whites never came to Africa so we would be hunting and know our community. Blacks HAVE made many achievements for the rest of the world... It must suck to be White thinking that the only way Blacks can have a decent life is in White nations.,dynahate,23599,segregation,0
4207,I am so glad I moved away from England as nowadays there are just far too many racists. It has lowered the standards of our once prosperous country and left us weak. We are now the victims of our own decisions.,dynahate,6765,segregation,0
4209,The racists don't tolerate anyone so we won't tolerate them.,dynahate,6581,segregation,0
4210,I realised that mixed-race people tend to predominate in this area -- but if you think that's a problem maybe you should check yourself,dynahate,7911,segregation,0
4211,I hate that blacks cannot roam the streets,dynahate,40875,segregation,0
4212,Genocide of black people is not ok,dynahate,38801,segregation,0
4215,Fucking Immigrants should live in mixed areas of the cities and should integrate in the society more as this will benefit them in job hunting and will satisfy their needs,dynahate,34805,segregation,0
4216,I hate racist people,dynahate,36467,segregation,0
4219,I hate the idea of killing all blacks,dynahate,34858,segregation,0
4220,antisemitism is fucking up this country,dynahate,14891,segregation,0
4222,Asian women will be physically gone from this place if certain racists have their way.,dynahate,4501,segregation,0
4223,I_x0018_ve just heard _x001c_blacks don_x0018_t belong here_x001d_ _x0013_ what the actual fuck?!,dynahate,6702,segregation,0
4228,please send them back to the country of origin - the words of a racist,dynahate,17457,segregation,0
4229,Neonazis are barely human and should stay in their enclaves,dynahate,9626,segregation,0
4230,People from all heritages belong in a first world country. We are happy and there is no racism or inadequacies. They should never feel like they have to compete with White people or Asians.,dynahate,21766,segregation,0
4231,No one except the ani-globalist racists ever say blacks don't enrich a culture lmao. only cucked whites will silently move away once a neighbourhood is diversified. Ofc they will say it's anything except race but the pattern is visible for all to see. they run away from diverse enviroments they don't like.,dynahate,31944,segregation,0
4232,racism is fucking disgusting,dynahate,38479,segregation,0
4235,It is shameful to say that black people are inferior to white,dynahate,36999,segregation,0
4236,It cannot be denied that immigrants will have a disdainful attitude if they have nowhere to settle!,dynahate,11262,segregation,0
4237,nazis are racist,dynahate,41097,segregation,0
4239,the yiddish people should be treated more fairly in our society,dynahate,1573,segregation,0
4242,neo-nazis are racist,dynahate,583,segregation,0
4244,Niggers should follow their fucking dreams of being free,dynahate,36114,segregation,0
4338,People who believe they are superior just because of their race are worse than rats,dynahate,36634,better worse than,0
4339,women are not better than men at everything,dynahate,35061,better worse than,0
4340,some men are sexist,dynahate,317,better worse than,0
4341,it's just not true that men are better than women,dynahate,37725,better worse than,0
4343,Girls are fucking smarter than boys,dynahate,773,better worse than,0
4346,Women are not fucking inferior to men,dynahate,36973,better worse than,0
4347,These men think they're all so brilliant but in reality they are nothing compared to us. We are the stronger and better sex.,dynahate,1862,better worse than,0
4349,Gendered Islamiphobia clearly illustrates that muslim women fare much worse then men,dynahate,30967,better worse than,0
4350,Is there anyone who doesn't believe that men are inferior?,dynahate,8397,better worse than,0
4351,Men just don't have good manners,dynahate,2541,better worse than,0
4355,The userbase seems to believe that men are the more oppressed gender and women are actually living life in easy mode just because they can get laid easily.,dynahate,17333,better worse than,0
4356,Men and women should be held to the same standard. But as humans we are imperfect and will always have biases which create inequalities on both sides of the fence.,dynahate,30151,better worse than,0
4357,It is wrong to say black people are inferior,dynahate,36992,better worse than,0
4358,Men are not all pigs,dynahate,36541,better worse than,0
4359,i'm a human supremacist so i side with men and women,dynahate,20639,better worse than,0
4360,It is shameful to say that black people are inferior to white,dynahate,36999,better worse than,0
4361,Both men and women can be rapists,dynahate,673,better worse than,0
4363,I'm not coming from a racist viewpoint but guys from India seem far more intelligent than guys from the other asian countries,dynahate,13271,better worse than,0
4364,some men are abusers,dynahate,35083,better worse than,0
4365,Men spouting rubbish that women like me should be raped,dynahate,4472,better worse than,0
4366,It is not fair to say that black people are inferior to whites,dynahate,36542,better worse than,0
4370,I fucking hate people who think women are inferior,dynahate,36972,better worse than,0
4371,discrimination against women is so wrong and disgusting,dynahate,3669,better worse than,0
4372,I think it goes against the inner monologue that they have created for themselves. They like to think that they're better than men of other races and all women.,dynahate,22837,better worse than,0
4374,whites are not superior to the rest,dynahate,36653,better worse than,0
4375,women are conceived to be equal to a man,dynahate,13615,better worse than,0
4376,gays are superhuman,dynahate,4883,better worse than,0
4377,It is not fair to say that all men are bastards,dynahate,243,better worse than,0
4378,men are not pigs,dynahate,35062,better worse than,0
4383,Men who cheat are bastards,dynahate,36254,better worse than,0
4384,some men are abusive,dynahate,35082,better worse than,0
4385,I want to prove you just how wrong you are when you say that women are inferior to men,dynahate,36639,better worse than,0
4386,one must be careful not to fall for the trap that women are of less value than men.,dynahate,18690,better worse than,0
4389,Some men are afraid of pigs,dynahate,37610,better worse than,0
4392,Gaaaaays are treated soooooo badly,dynahate,12390,better worse than,0
4393,I think that Korean culture is a lot nicer to those who are men.,dynahate,2844,better worse than,0
4394,Often men are more physically able than women. But women are likely to be superior to men in empathy and emotional attachment and that whole nurturing concept as they biologically evolved to be motherly.,dynahate,13345,better worse than,0
